"mz","intensity","rt"
556.4925,3403634,865
556.5032,22734,874
556.5094,9017,890
556.5755,8718,10
556.6873,25174,865
556.9002,5051,513
557.0626,3707,510
557.0822,4702,125
557.1085,3482,606
557.1091,19943,674
557.1433,7776,513
557.1486,38581,171
557.1681,43657,620
557.1707,3852,184
557.1717,13865,61
557.1753,15970,436
557.1788,3198,556
557.206,5779,503
557.2068,86244,517
557.2084,2986137,510
557.2092,43625,475
557.2134,5967,319
557.2155,16284,439
557.2156,16543,346
557.2156,101243,324
557.216,41897,309
557.2161,13311,336
557.2168,2834,286
557.2168,9035,403
557.2173,12235,270
557.2187,5141,384
557.2565,2219,191
557.2591,24205,418
557.2637,99495,239
557.2668,4792,219
557.2685,5638,385
557.2712,13272,49
557.2739,3459,86
557.2867,37789,644
557.2884,7046,47
557.2887,16082,449
557.2917,4268,528
557.2923,8181,67
557.293,3906,309
557.2954,3485,86
557.3001,5489,737
557.3019,11610,370
557.3031,10250,269
557.3112,174676,160
557.3122,258417,672
557.3127,1031186,657
557.313,8243,593
557.3132,5005,792
557.3137,8304,319
557.3177,4700,402
557.3194,6339,521
557.3202,3296,438
557.3228,3585,650
557.3237,3348,672
557.3252,10453,658
557.3253,12093,543
557.3263,5061,319
557.327,420238,213
557.3275,39038,241
557.3295,2564638,555
557.3297,3499,138
557.3299,17017,454
557.33,2921,548
557.3325,2687,365
557.3349,7318,633
557.3355,3280,569
557.3368,11095,328
557.3371,3092,694
557.3378,9154,670
557.3387,12158,602
557.3394,136597,795
557.3405,2973,575
557.3409,83414,658
557.346,3941,522
557.3462,6281,623
557.3474,4971,585
557.3479,18772,633
557.349,3563,544
557.3499,5111,723
557.3503,11036,754
557.3547,3056,471
557.3604,3124,662
557.3617,9991,768
557.3629,3989,640
557.3652,10142,727
557.3653,11791,554
557.3697,9798,678
557.3775,14865,456
557.3795,7378,504
557.3863,14012,782
557.3885,2429,742
557.3904,16488,672
557.3915,12029,764
557.3919,4508,730
557.395,2827,693
557.4,88825,510
557.4064,4083,796
557.4214,9643,728
557.4247,3871,826
557.4248,8573,746
557.4279,7972,810
557.4293,3696,712
557.4398,3696,796
557.4417,17823,595
557.4507,15030,817
557.4533,111423,695
557.4538,5587,797
557.4539,52542,713
557.4602,817124,845
557.4954,107282,864
557.4958,54375,847
557.5028,1670,874
557.5061,3771,902
557.5237,95233,556
557.53,3854,892
557.5692,50227,510
557.687,41749,554
557.748,17861,509
557.8026,11633,164
557.8692,15277,557
558.1758,3734,61
558.209,3056,260
558.2109,7782,511
558.2193,9863,70
558.2238,11239,35
558.2372,3439,43
558.2583,2721,312
558.2667,3059,65
558.2747,9320,65
558.2786,8596,59
558.2786,18574,48
558.2826,9472,61
558.2859,6074,644
558.2965,4552,50
558.2991,41871,675
558.3005,240946,660
558.3035,7841,90
558.3037,8855,150
558.3049,5270,669
558.3067,3339,676
558.3126,3283,327
558.3148,3555,526
558.3157,1365788,479
558.3161,13452,655
558.3191,3363,591
558.3228,4334,672
558.3274,3324,285
558.3278,11145,688
558.3291,79332,465
558.33,2743,546
558.3306,3735,519
558.334,3150,693
558.3342,6840,498
558.3392,39176,796
558.343,9362,684
558.3454,4206,643
558.3457,7464,556
558.3469,10945,612
558.3481,10586,723
558.349,11071,736
558.3491,10255,747
558.3535,6365,616
558.3536,37592,608
558.3562,6072,755
558.3563,3258,641
558.3573,10220,619
558.3591,3290,739
558.3592,9422,717
558.3599,5062,544
558.3603,18771,660
558.3691,3810,710
558.3719,11091,574
558.3828,64973,723
558.3875,14007,676
558.3878,29642,653
558.3963,3743,860
558.4161,27511,706
558.4173,291647,799
558.4214,27599,785
558.4234,27145,804
558.4271,14909,759
558.4283,27006,771
558.4304,6647,811
558.4526,10030,762
558.4553,9418,694
558.4572,4825,709
558.46,4098,725
558.4602,98069,847
558.4707,8444,827
558.4707,214697,869
558.4786,33955,852
558.4792,26984,865
558.4831,58606,858
558.4865,61276,853
558.4922,61390,865
558.4973,10718,846
558.5013,0,912
558.5111,25281,478
558.5255,16017,889
558.5896,56386,14
558.6269,6654,557
558.7667,12865,91
558.9205,7099,91
559.0855,4874,126
559.1235,10599,697
559.125,61867,538
559.1263,3171,514
559.1619,2846,75
559.1853,3853,233
559.1923,17738,61
559.1936,17708,137
559.1942,10683,183
559.2079,3751,32
559.2082,5306,517
559.2305,25911,323
559.2306,15179,373
559.2314,8543,381
559.2318,8777,415
559.2319,15603,504
559.232,8668,634
559.2322,5927,477
559.2323,4181,559
559.2325,19034,41
559.2341,112557,393
559.2347,34862,433
559.2588,27994,405
559.2611,7798,91
559.2612,6117,420
559.2647,5661,323
559.2699,2300,204
559.2699,3775,602
559.271,6606,422
559.2719,132141,288
559.2722,14854,53
559.2804,9951,147
559.2824,33040,356
559.2907,5032,170
559.3012,18314,459
559.3022,11618,360
559.3024,3484,332
559.3032,12325,224
559.3039,3905,393
559.3058,2970,429
559.3075,11745,512
559.3118,136299,665
559.3132,460775,676
559.3183,3297,575
559.3244,5444,497
559.3248,45089,674
559.3264,550055,697
559.3338,3425,617
559.3345,10431,572
559.3374,5607,455
559.3376,12080,508
559.3379,4010,518
559.3401,2822,532
559.3403,5001,302
559.3433,187299,607
559.3434,19395,598
559.3549,4656,747
559.3601,2803,514
559.3671,4420,702
559.3729,71540,680
559.3745,13751,766
559.3875,24900,724
559.3903,4203,489
559.3933,3744,478
559.3943,3096,761
559.3973,6460,510
559.4004,4226,849
559.4006,38248,801
559.4007,48856,827
559.4038,4998,783
559.4042,3975,791
559.4049,122003,807
559.4051,132378,796
559.4075,3556,630
559.4161,16680,799
559.4174,9222,706
559.4231,3687,794
559.4245,2485,785
559.4266,3907,778
559.4287,3241,758
559.4314,3185,771
559.4336,6758,823
559.4342,9533,799
559.438,12868,818
559.4384,3132,832
559.4563,6572,823
559.4576,3826,698
559.4585,59676,865
559.4607,6218,905
559.4654,2738,841
559.4703,69104,717
559.471,12005,741
559.4738,742512,856
559.4744,26568,867
559.529,4641,890
559.9492,7171,175
560.0067,29247,355
560.1272,10909,539
560.1976,4226,158
560.2152,5091,454
560.2262,4855,41
560.2304,11729,163
560.239,3094,476
560.2396,2758,40
560.2425,4807,58
560.2428,3852,433
560.2532,3054,68
560.2633,4411,40
560.2734,29956,166
560.2787,3499,48
560.297,3204,656
560.3004,14862,596
560.3054,2804,636
560.3108,6148,623
560.3138,28334,660
560.3142,2228,538
560.3146,34456,679
560.3153,770623,694
560.3158,65819,707
560.3273,15547,677
560.3314,21986,707
560.3335,106174,806
560.3337,63495,513
560.3339,50562,787
560.3345,6387,590
560.335,3618,638
560.3358,2067022,521
560.3363,15925,681
560.3373,35077,696
560.3402,27315,596
560.3447,9471,708
560.3504,3483,645
560.3591,7648,731
560.3661,4228,679
560.3667,6159,614
560.367,3542,724
560.3671,249690,717
560.3692,54722,741
560.3733,19051,753
560.3734,1120943,730
560.3737,11121,761
560.3791,47695,633
560.3938,29347,802
560.3992,33767,650
560.3994,166105,768
560.4032,2917,677
560.4045,13058,828
560.4187,111522,802
560.4282,62395,794
560.4303,8998,790
560.4311,673233,814
560.4313,5244,699
560.4322,8513,771
560.4325,3845,779
560.4326,3656,800
560.4353,54423,794
560.4361,59790,792
560.438,6837,796
560.4457,11602,833
560.4542,3078,793
560.4734,44440,869
560.4737,10708,719
560.4754,33710,854
560.479,7593,866
560.4821,7122,853
560.4836,17895,874
560.4875,3828,858
560.4908,3959,869
560.4918,4567,879
560.4976,6084,837
560.5033,837303,869
560.5034,28976,876
560.5298,45517,520
560.5402,25696,817
560.5896,89585,15
560.699,6814,869
560.6998,21889,520
561.0891,4660,126
561.104,6538,318
561.1045,20373,495
561.1555,21960,586
561.1567,27693,626
561.1711,4713,69
561.1768,13225,390
561.1772,9675,505
561.1774,7191,454
561.1781,8653,494
561.1785,26924,516
561.1789,5011,364
561.1816,4181,268
561.2102,4944,509
561.2129,11910,526
561.2145,5298,479
561.2163,22386,795
561.2378,61095,522
561.239,24340,392
561.2408,2605,150
561.2429,13348,540
561.2429,10376,357
561.247,5795,483
561.2474,7249,299
561.2474,19656,414
561.2486,7427,379
561.2487,8214,493
561.2489,17684,269
561.2498,21697,576
561.2507,20272,554
561.2511,768373,666
561.2522,9780,828
561.2527,38951,459
561.2533,12021,735
561.2537,3455,185
561.2556,3941,759
561.265,8405,169
561.2769,5253,294
561.2781,35790,436
561.2798,26861,452
561.2861,23505,310
561.2871,3289,343
561.2889,12421,208
561.2893,8345,256
561.2899,16140,239
561.2968,6476,608
561.309,2656,554
561.3115,7619,497
561.3118,3619,370
561.3126,2799,567
561.3164,49977,311
561.3174,11892,335
561.3179,10563,619
561.318,5922,580
561.319,15702,388
561.3197,8940,302
561.3203,6041,399
561.3231,20814,678
561.324,5015,637
561.3241,45409,541
561.3281,3950,757
561.3285,18852,553
561.3306,2798,791
561.3376,8919,806
561.3376,16841,403
561.3386,568187,703
561.3409,4285,573
561.3419,3743,682
561.3471,10546,621
561.3485,25650,756
561.3571,6972,724
561.3588,2903,703
561.361,10647,609
561.3684,273164,669
561.3715,4234,691
561.3722,4379,675
561.3733,82210,715
561.3786,27508,672
561.3811,1129,661
561.3814,13944,815
561.3828,7599,735
561.3832,2828,693
561.3836,7573,682
561.3848,3042,670
561.3863,10213,803
561.3887,1861,771
561.3891,48209,621
561.3942,2410,641
561.3976,7726,654
561.3992,2795,586
561.4003,10837,675
561.408,2065,791
561.411,94753,542
561.4119,90240,479
561.4125,165402,497
561.4146,7378,746
561.4225,29450,807
561.4227,7917,816
561.4334,13858,802
561.4477,3036,794
561.45,4263,835
561.4544,1016790,826
561.4571,52957,836
561.4572,5545,738
561.4702,13092,881
561.4816,6450,854
561.4841,29872,734
561.4887,3669,867
561.4887,1090293,866
561.489,8188,869
561.4896,11236,870
561.492,11538,876
561.4998,3762,897
561.6834,14266,866
561.9465,6295,175
562.1809,4601,391
562.2215,6421,796
562.2234,10295,583
562.2386,3891,194
562.2426,11848,521
562.2473,6050,209
562.2528,4678,735
562.2534,4901,576
562.2541,3651,151
562.2549,19479,665
562.2603,2434,198
562.2694,2682,156
562.2708,3255,136
562.2719,4436,450
562.28,8997,147
562.2811,7308,161
562.2826,10188,220
562.2851,3736,404
562.2876,3747,485
562.2924,4399,239
562.2979,2827,367
562.3098,2720,426
562.3113,5419,466
562.3138,17354,711
562.314,24797,389
562.3141,3426,607
562.3142,199917,418
562.3147,297277,450
562.3147,4747,423
562.3155,3773,410
562.3165,6384,372
562.317,57352,636
562.3187,3614,335
562.3192,35891,656
562.3206,11289,311
562.3206,4111,621
562.321,60980,676
562.3213,2606,664
562.3247,6313,499
562.3311,195441,707
562.332,3270,687
562.3339,294307,699
562.3368,6915,561
562.3447,32802,706
562.3449,96372,543
562.3492,44471,813
562.3509,8913,686
562.3512,24264,700
562.352,6036,708
562.3528,170926,716
562.3541,27857,623
562.3555,4158,604
562.3575,57341,732
562.3672,3342,699
562.3727,8186,627
562.375,41848,737
562.3764,8864,719
562.3784,21222,749
562.3803,7947,736
562.3815,8073,672
562.382,5687,738
562.3844,4511,743
562.3845,136549,734
562.386,8128,803
562.387,63358,749
562.3877,14731,771
562.3878,5140,647
562.388,2798285,760
562.3899,11310,766
562.3928,3254,621
562.3943,8065,737
562.4008,11324,762
562.402,105701,669
562.4044,112366,811
562.4061,5743,660
562.408,3097,674
562.4149,3240,497
562.4152,18399,480
562.4163,33613,690
562.4169,6249,542
562.4188,11390,812
562.4193,10519,703
562.4204,48085,682
562.4213,30326,677
562.4235,174341,808
562.4254,416737,665
562.4297,2749,795
562.43,3366,806
562.4447,295265,819
562.4472,75701,820
562.4484,121181,829
562.4502,165869,821
562.4565,3250,826
562.489,7708,734
562.4932,15400,868
562.503,3998,855
562.5105,50594,871
562.5191,3605224,896
562.5197,5652728,884
562.5552,3250,843
562.5873,71242,15
562.717,75786,886
562.9563,95464,563
563.0933,4764,127
563.141,319464,111
563.1417,30641,60
563.159,47261,371
563.1831,3931,221
563.1857,3730,206
563.1903,9547,414
563.1929,48358,492
563.1929,8003,377
563.1938,9488,480
563.2032,73246,545
563.2163,5159,101
563.2213,3462,66
563.2225,4362,581
563.2232,6355,193
563.2307,4308,794
563.2307,343778,738
563.2312,65542,615
563.2316,152678,558
563.2319,61628,655
563.2325,4548,771
563.2359,5540,458
563.2398,2987,147
563.2492,16938,61
563.2514,8277,413
563.2567,29168,665
563.2567,14960,240
563.259,5485,373
563.2596,3261,324
563.2598,9392,389
563.261,17847,411
563.2614,2099,384
563.2622,12222,403
563.2624,2629,395
563.2627,24366,399
563.2628,3956,690
563.2629,25560,406
563.2646,5190,714
563.2655,4245,723
563.2663,59098,423
563.2684,3166,371
563.2699,3247,222
563.2742,3090,103
563.2777,8323,454
563.2814,3775,161
563.283,9287,302
563.2837,8460,384
563.2847,14778,355
563.2849,11575,336
563.2851,9103,314
563.2853,12422,284
563.2917,9278,253
563.2934,10127,372
563.3016,3427,515
563.302,40802,263
563.3246,5123,573
563.3255,3591,368
563.3259,17905,606
563.3281,6781,620
563.3304,5924,376
563.3342,40556,707
563.3371,3925,347
563.3385,3549,371
563.3386,5309,715
563.3425,16314,522
563.3467,9917,583
563.3468,54026,665
563.3473,5525,609
563.3528,11626,708
563.3564,2746,717
563.3574,12235,727
563.358,29464,571
563.3599,10932,524
563.3603,2502,603
563.3624,43968,622
563.3647,2639,636
563.368,5171,716
563.3705,3553,703
563.3751,3621,551
563.3775,29489,634
563.3849,261018,687
563.3902,33180,735
563.3903,25452,705
563.3924,34604,681
563.3925,9662,555
563.3931,36532,771
563.3932,3875,750
563.3936,10422,585
563.3965,13396,596
563.4006,3712,668
563.403,159448,686
563.4031,36728,807
563.4058,3465,760
563.4086,5189,465
563.4088,9130,488
563.412,4223,678
563.4133,3606,749
563.4156,4857,739
563.418,3059,718
563.4181,35096,669
563.4255,8160,688
563.4258,5125,752
563.4282,5213,771
563.4282,6932,846
563.4295,2998,759
563.4299,26039,734
563.4316,11431,747
563.4331,7612,812
563.4433,30605,624
563.4546,1939,795
563.4581,6374,839
563.4596,31591,821
563.4753,6460,733
563.4929,3533,818
563.5062,1612135,880
563.5766,8386,895
563.5776,3828,845
563.6989,40088,882
564.1961,3286,268
564.2052,6838,547
564.206,7773,126
564.2261,3727,479
564.2348,6770,555
564.2367,6367,741
564.2373,1962290,655
564.2375,96160,574
564.2543,5027,240
564.2562,4673,226
564.2646,2928,69
564.2661,62817,398
564.2818,2296,101
564.287,2958,253
564.2881,3563,400
564.2904,5087,523
564.2942,3111,384
564.3004,3587,590
564.301,3630,458
564.3105,3128,549
564.3251,4320,403
564.3295,4026,696
564.3306,4516,777
564.3311,12580,704
564.3314,8639,682
564.3317,92037,643
564.3319,9715,661
564.332,79712,656
564.3324,3965,819
564.3328,63875,668
564.333,7978,700
564.333,6075,679
564.3333,49713,646
564.3335,23423,692
564.3337,22017,676
564.3338,8898,634
564.3344,23796,695
564.3362,11757,705
564.3391,80432,709
564.3403,5745,724
564.3404,7060,646
564.3449,9225,600
564.3517,3146,688
564.3533,7379,546
564.3533,6844,664
564.361,4728,620
564.3619,32147,579
564.3625,7428,731
564.3625,14206,600
564.3636,21598,712
564.3647,12173,636
564.3666,94696,768
564.3668,190536,719
564.3673,45175,751
564.3684,43107,735
564.3702,2795,622
564.3737,13689,706
564.3892,11106,745
564.3899,5388,539
564.399,35813,649
564.4007,7546,678
564.4024,1858152,764
564.4042,192236,811
564.4048,4384,844
564.408,17882,794
564.4187,10839,764
564.4234,2918,794
564.4252,2580,784
564.4254,4035,734
564.4291,3034,296
564.4329,34441,660
564.4348,3251,798
564.435,120110,693
564.4362,1379307,698
564.4363,35174,702
564.4616,17349,729
564.4623,454498,826
564.4632,345400,844
564.4636,5176,820
564.4639,2532170,834
564.4944,3766,799
564.4952,3548,843
564.4957,3239,811
564.4963,3706,806
564.5029,379815,874
564.5113,3036,757
564.5324,310197,893
564.5332,14305,898
564.5342,64147,900
564.5351,3680549,904
564.5356,0,705
564.5359,434595,717
564.5361,0,715
564.5362,4301,644
564.5363,71080,672
564.5364,25752,710
564.5366,136089,697
564.5862,31586,15
564.6034,13126,660
564.6331,21917,698
564.6576,20965,834
564.9635,67561,563
565.0868,4959,126
565.1478,3712,215
565.1629,13886,88
565.1753,20666,257
565.1814,11631,147
565.1853,10206,215
565.1863,3616,131
565.1896,5817,195
565.1929,13777,63
565.1932,25811,198
565.1935,14838,186
565.1937,10360,175
565.1965,4906,287
565.1979,5938,193
565.2066,52552,468
565.2074,5444,420
565.2112,11289,604
565.2359,3013,146
565.2392,4375,479
565.2451,32519,613
565.2454,41194,672
565.246,27966,692
565.2478,11367,512
565.2617,6834,215
565.2637,7724,155
565.2765,62817,655
565.287,2465,404
565.2883,157362,526
565.2907,4040,323
565.291,2732,234
565.292,16444,305
565.2933,3627,446
565.2945,13220,488
565.2958,10104,497
565.3047,3612,350
565.3135,6571,656
565.3278,3413,890
565.3301,17790,775
565.3324,3468,586
565.3348,7641,394
565.3349,11806,655
565.3353,10764,675
565.3369,6819,646
565.3403,4161,704
565.3494,3771,618
565.351,3105,609
565.3534,2833,503
565.3544,4205,722
565.3626,17551,613
565.3642,13206,633
565.3696,16183,667
565.3712,13390,720
565.3769,4056,637
565.3799,3133,617
565.3816,44885,547
565.3961,106765,658
565.4014,9768,687
565.4039,26455,622
565.4046,19585,673
565.407,96195,770
565.4076,25936,810
565.4215,54977,663
565.4225,4070,541
565.4237,12713,703
565.4264,5826,673
565.4267,36730,728
565.4278,55279,765
565.4286,3762,816
565.44,4647,766
565.4406,6169,668
565.4406,26678,707
565.4419,5405,732
565.4435,30501,508
565.4446,96695,762
565.4446,4742,783
565.445,26410,748
565.4451,29597,770
565.4458,18036,626
565.4459,241765,755
565.4508,6551,835
565.462,7390,642
565.4644,4307,843
565.4661,110575,829
565.4714,3990,798
565.4825,35412,818
565.4863,3578,800
565.5017,42670,871
565.5021,8305,813
565.5042,51086,796
565.5276,5150,882
565.5343,82575,901
565.5401,4808,700
565.7698,3020,187
566.1985,7751,199
566.199,2971,175
566.2106,13285,469
566.2157,7233,492
566.2183,2221,479
566.2247,3978,96
566.2265,5697,66
566.243,5901,651
566.2454,4303,576
566.2501,5723,677
566.2661,4312,166
566.2786,3472,759
566.2964,3914,306
566.2996,6263,231
566.3082,3098,553
566.3287,2838,379
566.3338,10295,608
566.3345,3122,547
566.3395,13074,575
566.3445,73231,704
566.3456,140500,677
566.347,13156,726
566.3476,21137,596
566.348,38657,715
566.348,63797,707
566.3485,26503,653
566.3543,56519,728
566.3781,9138,713
566.3786,47408,631
566.3816,11488,778
566.3821,547587,751
566.3827,481016,778
566.3827,7987,763
566.3828,16994,775
566.3831,156717,773
566.3833,64744,770
566.3839,12125,786
566.3844,30442,777
566.3861,3021,547
566.3871,6442,731
566.3912,15980,656
566.3913,4716,339
566.3931,35057,778
566.4035,17124,658
566.4101,14690,733
566.4113,31735,764
566.4168,58882,678
566.4249,6370,703
566.4354,4433,714
566.4365,8654,824
566.4431,1185641,818
566.4437,136953,804
566.445,18691,730
566.4474,37086,703
566.4491,38574,753
566.4514,1570,836
566.453,9600,736
566.4784,1109975,841
566.4788,4076737,849
566.479,10371,283
566.479,14114,830
566.4792,3303,823
566.4799,166750,852
566.4799,1024953,862
566.4807,192810,855
566.4817,67892,851
566.4857,32964,854
566.5056,9317,807
566.5133,120558,862
566.5136,2724,889
566.5157,2488905,879
566.5397,21847,901
566.5518,138045,793
566.5849,9431,16
566.6749,59004,848
566.9162,4559,512
566.9185,4137,480
567.0877,10990,530
567.0945,4537,126
567.1503,38324,432
567.1645,76090,275
567.1655,70522,257
567.1661,5795,539
567.1662,6759,70
567.1665,5675,508
567.1819,9125,292
567.1874,27542,126
567.2007,11008,535
567.2008,6306,562
567.2073,3113,450
567.2093,34612,145
567.211,17234,58
567.2112,23320,155
567.2124,14792,166
567.2158,3052,468
567.2268,10296,669
567.2295,3008,146
567.2307,3526,333
567.2383,3813,298
567.2456,20482,218
567.256,5042,678
567.2592,3311,550
567.2607,7258,576
567.2616,38765,650
567.2624,31304,586
567.263,2790,85
567.2738,2551,48
567.2762,5914,301
567.2786,4246,290
567.2931,34943,530
567.2965,4848,507
567.2966,1007,652
567.3003,17753,326
567.3042,9014,741
567.3048,4400,270
567.3062,2129,300
567.3073,3591,472
567.3073,23987,311
567.3074,15328,384
567.3077,11275,348
567.3093,42357,394
567.3096,11730,504
567.3097,25989,448
567.31,12329,567
567.3101,34020,436
567.3114,8318,494
567.312,7319,574
567.3151,10825,525
567.3234,3671,890
567.33,7301,366
567.3375,5055,770
567.3454,2590,396
567.3482,75567,673
567.3513,13900,710
567.3529,3758,613
567.3547,6617,467
567.3548,4275,450
567.3549,5394,635
567.3724,27764,752
567.3734,8511,723
567.3801,21994,643
567.3816,3792,614
567.3824,3215,590
567.3846,5143,620
567.3849,16015,761
567.3854,5904,627
567.3901,57645,749
567.3902,3870,722
567.3918,3243,787
567.3922,4757,640
567.3945,18031,684
567.4004,8105,590
567.4088,6337,639
567.4092,2200,654
567.4098,15908,679
567.412,45746,778
567.4144,22564,710
567.4195,14467,796
567.423,24005,623
567.4309,23447,727
567.4376,10099,679
567.4387,4007,601
567.4421,4274,831
567.4424,2423,825
567.4459,301387,818
567.4463,16930,758
567.4473,32471,800
567.4512,3210,827
567.4519,8419,734
567.4555,37754,819
567.4609,204385,777
567.4611,866241,772
567.4619,256280,793
567.4624,33967,786
567.4708,19297,764
567.4725,2823,842
567.4791,16226,851
567.4823,124085,861
567.4828,5331,831
567.5101,3457,806
567.5113,0,849
567.518,13289,881
567.5532,4562,793
568.1951,5115,332
568.1956,12623,380
568.1958,20444,277
568.2439,21990,61
568.2567,24426,214
568.2603,3758,63
568.264,10988,650
568.2883,5675,194
568.2889,163985,419
568.2892,2593,407
568.2893,405594,460
568.2901,65390,478
568.2909,1786,488
568.2909,8243,372
568.2927,6671,451
568.2944,3158,358
568.312,2765,447
568.3232,17853,579
568.3233,46180,265
568.3278,25931,194
568.3311,7192,541
568.3315,3203,641
568.3348,3251,662
568.3376,4344,654
568.3395,3222,748
568.3418,3657,612
568.3471,11544,728
568.3474,3495,731
568.3482,1406,582
568.3505,16756,699
568.351,2981,706
568.3518,5663,748
568.353,2436,729
568.3562,31411,723
568.3566,17024,708
568.3567,19847,603
568.3579,3543,712
568.3584,171019,614
568.3586,6200,719
568.3594,8089,717
568.3598,22711,684
568.3613,4979,610
568.3629,5174,723
568.3633,3924,649
568.3634,17924,615
568.3634,5881,670
568.3636,4570,659
568.3656,16007,625
568.3664,4934,761
568.3719,5784,640
568.3739,6472,610
568.3779,35529,619
568.3809,3465,772
568.3856,4159,686
568.3951,64638,661
568.3982,244205,792
568.3987,687003,782
568.4015,117791,799
568.4133,180217,794
568.419,3963,731
568.4204,7400,710
568.4295,62403,683
568.4315,14617,701
568.4519,28557,818
568.4543,3659,832
568.4563,2217,693
568.4574,11584,826
568.4585,49913,761
568.4605,8418,831
568.4605,16508,809
568.462,173077,771
568.4621,178564,845
568.4628,2352,820
568.464,39331,841
568.4648,30963,793
568.4654,4258,833
568.4656,169151,778
568.4669,13042,810
568.4689,7784,848
568.4719,18540,842
568.4759,14050,848
568.4836,7175,855
568.4881,10729,847
568.4886,4218,805
568.4901,74975,859
568.4904,116127,856
568.4941,94516,849
568.4949,3286816,858
568.4952,7450361,870
568.4952,6485,869
568.4952,4573911,867
568.4954,3786,847
568.4961,5558,838
568.5009,108977,870
568.503,13050,876
568.5301,19299,901
568.6172,3254,16
568.691,143389,869
568.7945,15505,870
569.0461,6196,431
569.0819,21087,529
569.0888,4372,125
569.0979,45892,81
569.1314,4833,261
569.1486,7267,222
569.1673,13599,391
569.1814,14514,525
569.1855,10499,288
569.1988,7988,314
569.2019,4233,238
569.205,2063,287
569.2241,178830,183
569.2268,24761,55
569.2293,14122,116
569.2657,13959,374
569.2854,13547,683
569.2873,3332,47
569.2901,24712,312
569.2914,14130,329
569.2923,9029,347
569.293,3079,492
569.2934,10145,372
569.2952,3103,305
569.2965,14775,393
569.2966,4339,473
569.2989,2931,417
569.2993,7277,830
569.3108,67179,667
569.3135,22239,680
569.3204,9424,315
569.3208,10945,669
569.3221,19770,405
569.3224,11529,473
569.3226,5492,397
569.3226,39578,513
569.3226,15346,428
569.3228,47839,701
569.3228,90205,488
569.3229,52450,443
569.3256,2941,388
569.3256,57108,543
569.3259,19909,565
569.3267,9728,355
569.3285,9212,551
569.3317,14496,584
569.3329,4275,195
569.3356,4044,396
569.3365,6905,655
569.3399,4228,423
569.3464,20936,542
569.3517,88455,807
569.3554,7716,640
569.3577,8020,692
569.3613,3572,613
569.3621,3359,451
569.3647,8002,728
569.3657,12364,761
569.3672,3582,503
569.3849,7858,653
569.385,9503,723
569.3878,6779,690
569.3881,8715,612
569.3961,5357,771
569.3984,3750,584
569.4009,5157,793
569.4022,63561,782
569.4034,4767,474
569.4058,67294,595
569.4064,28926,796
569.4119,17000,618
569.4141,4323,769
569.4162,60645,583
569.4163,6023,751
569.4216,23297,715
569.4254,5389,825
569.426,10010,762
569.432,2685,656
569.4385,8377,735
569.4401,4862,626
569.453,198671,698
569.4558,10224,761
569.4601,10005,772
569.4615,4886,796
569.4629,14866,844
569.4632,4973,788
569.4632,4535,762
569.4716,28656,784
569.4734,6607,813
569.4957,15179,859
569.5219,3597,882
569.5512,0,905
569.6943,26369,869
569.9798,90757,566
570.1523,0,849
570.1869,3959,524
570.1994,3368,277
570.1994,2805,372
570.258,57343,103
570.275,3242,47
570.2776,3156,543
570.2975,3779,329
570.3018,2745,426
570.3022,3577,418
570.3043,2224,451
570.305,12167,490
570.3055,2433,431
570.3072,6005,514
570.3112,7550,170
570.3157,3111,665
570.3158,3770,766
570.3257,2493,354
570.3273,4572,566
570.3289,26482,509
570.3304,12971,548
570.3305,17899,697
570.3322,5676,676
570.3343,6041,305
570.3352,11470,602
570.3391,4414,220
570.3426,34138,651
570.3427,4757,511
570.344,4860,616
570.3457,19915,188
570.3468,15940,716
570.3521,69705,203
570.3564,4353,735
570.3595,17684,727
570.3624,24754,641
570.3642,19002,748
570.3745,15127,727
570.376,58089,747
570.3777,4547,641
570.3779,6341,447
570.3819,34881,767
570.386,17835,633
570.3871,31172,645
570.3885,6141,806
570.3977,10699,655
570.404,3205,782
570.4094,1261,792
570.4122,6652,679
570.4164,1098578,802
570.4211,2452,770
570.4213,9903,794
570.4263,6495,754
570.4311,5021869,812
570.4314,16943,805
570.448,3022,812
570.4514,41153,846
570.4567,5801,697
570.4633,9035,775
570.4647,3726,847
570.4712,6064,810
570.4713,12419,841
570.4715,172625,862
570.4726,83138,829
570.474,118249,851
570.4768,20428,844
570.4892,113452,851
570.493,74820,868
570.4986,16649,858
570.5034,44747,877
570.5043,23221,869
570.5058,290908,875
570.5068,31423,860
570.5072,98214,878
570.5077,11006,876
570.51,139779,877
570.5117,59395,858
570.519,30017,852
570.5608,0,853
570.6184,3837,17
570.6274,152248,810
570.8432,4570,505
570.984,7182,300
571.0254,4513,260
571.0448,7275,431
571.0859,4765,127
571.0887,3002,142
571.1244,5482,521
571.1246,6272,690
571.1255,17482,481
571.1474,42058,500
571.1493,14578,345
571.1659,8849,221
571.1662,5507,296
571.1664,4679,279
571.1674,3374,263
571.1678,5822,247
571.1686,364103,328
571.1785,5244,74
571.1833,6306,618
571.1855,6634,288
571.1864,34276,321
571.1964,12576,245
571.2033,4035,328
571.2048,7445,205
571.2211,6175,621
571.2211,4023,155
571.231,11069,572
571.2394,28861,138
571.2444,6527,49
571.2533,36616,92
571.2684,4029,285
571.2731,3994,450
571.2844,8897,683
571.2901,26724,649
571.2904,3435,47
571.3048,14130,82
571.3053,147433,359
571.3055,106628,385
